slice_file_name,ID,fold,Label
106905-5-0-2.wav,106905-5-0-2,8,False
106905-8-0-0.wav,106905-8-0-0,1,False
106905-8-0-1.wav,106905-8-0-1,1,False
106905-8-0-2.wav,106905-8-0-2,1,False
106905-8-0-3.wav,106905-8-0-3,1,False
107090-1-0-0.wav,107090-1-0-0,8,False
107090-1-1-0.wav,107090-1-1-0,8,False
107190-3-0-0.wav,107190-3-0-0,8,False
107228-5-0-0.wav,107228-5-0-0,3,False
107228-5-0-1.wav,107228-5-0-1,3,False
107228-5-0-2.wav,107228-5-0-2,3,False
107228-5-0-3.wav,107228-5-0-3,3,False
107228-5-0-4.wav,107228-5-0-4,3,False
107228-5-0-5.wav,107228-5-0-5,3,False
107228-5-0-6.wav,107228-5-0-6,3,False
107228-5-0-7.wav,107228-5-0-7,3,False
107357-8-0-0.wav,107357-8-0-0,7,False
107357-8-0-1.wav,107357-8-0-1,7,False
107357-8-0-2.wav,107357-8-0-2,7,False
107357-8-0-3.wav,107357-8-0-3,7,False
107357-8-0-4.wav,107357-8-0-4,7,False
107357-8-0-5.wav,107357-8-0-5,7,False
107357-8-0-6.wav,107357-8-0-6,7,False
107357-8-0-7.wav,107357-8-0-7,7,False
107357-8-0-8.wav,107357-8-0-8,7,False
107357-8-1-0.wav,107357-8-1-0,7,False
107357-8-1-1.wav,107357-8-1-1,7,False
107357-8-1-10.wav,107357-8-1-10,7,False
107357-8-1-11.wav,107357-8-1-11,7,False
107357-8-1-12.wav,107357-8-1-12,7,False
107357-8-1-13.wav,107357-8-1-13,7,False
107357-8-1-14.wav,107357-8-1-14,7,False
107357-8-1-15.wav,107357-8-1-15,7,False
107357-8-1-16.wav,107357-8-1-16,7,False
107357-8-1-17.wav,107357-8-1-17,7,False
107357-8-1-18.wav,107357-8-1-18,7,False
107357-8-1-2.wav,107357-8-1-2,7,False
107357-8-1-3.wav,107357-8-1-3,7,False
107357-8-1-4.wav,107357-8-1-4,7,False
107357-8-1-5.wav,107357-8-1-5,7,False
107357-8-1-6.wav,107357-8-1-6,7,False
107357-8-1-7.wav,107357-8-1-7,7,False
107357-8-1-8.wav,107357-8-1-8,7,False
107357-8-1-9.wav,107357-8-1-9,7,False
107653-9-0-12.wav,107653-9-0-12,4,False
107653-9-0-14.wav,107653-9-0-14,4,False
107653-9-0-18.wav,107653-9-0-18,4,False
107653-9-0-3.wav,107653-9-0-3,4,False
107653-9-0-5.wav,107653-9-0-5,4,False
107653-9-0-7.wav,107653-9-0-7,4,False
107842-4-0-0.wav,107842-4-0-0,6,False
107842-4-0-1.wav,107842-4-0-1,6,False
107842-4-0-2.wav,107842-4-0-2,6,False
107842-4-1-0.wav,107842-4-1-0,6,False
107842-4-2-0.wav,107842-4-2-0,6,False
107842-4-2-1.wav,107842-4-2-1,6,False
107842-4-2-2.wav,107842-4-2-2,6,False
107842-4-2-3.wav,107842-4-2-3,6,False
107842-4-2-4.wav,107842-4-2-4,6,False
107842-4-3-0.wav,107842-4-3-0,6,False
108041-9-0-11.wav,108041-9-0-11,1,False
108041-9-0-2.wav,108041-9-0-2,1,False
108041-9-0-4.wav,108041-9-0-4,1,False
108041-9-0-5.wav,108041-9-0-5,1,False
108041-9-0-6.wav,108041-9-0-6,1,False
108041-9-0-7.wav,108041-9-0-7,1,False
108041-9-0-9.wav,108041-9-0-9,1,False
108187-3-2-0.wav,108187-3-2-0,2,False
108187-3-3-0.wav,108187-3-3-0,2,False
108187-3-4-0.wav,108187-3-4-0,2,False
108187-3-6-0.wav,108187-3-6-0,2,False
108357-9-0-15.wav,108357-9-0-15,5,False
108357-9-0-2.wav,108357-9-0-2,5,False
108357-9-0-27.wav,108357-9-0-27,5,False
108357-9-0-30.wav,108357-9-0-30,5,False
108357-9-0-44.wav,108357-9-0-44,5,False
108357-9-0-49.wav,108357-9-0-49,5,False
108362-2-0-11.wav,108362-2-0-11,1,False
108362-2-0-12.wav,108362-2-0-12,1,False
108362-2-0-21.wav,108362-2-0-21,1,False
108362-2-0-23.wav,108362-2-0-23,1,False
108362-2-0-29.wav,108362-2-0-29,1,False
108362-2-0-30.wav,108362-2-0-30,1,False
108362-2-0-7.wav,108362-2-0-7,1,False
108362-2-0-9.wav,108362-2-0-9,1,False
108638-9-0-0.wav,108638-9-0-0,6,False
108638-9-0-1.wav,108638-9-0-1,6,False
108638-9-0-2.wav,108638-9-0-2,6,False
108638-9-0-4.wav,108638-9-0-4,6,False
108638-9-0-5.wav,108638-9-0-5,6,False
108638-9-0-6.wav,108638-9-0-6,6,False
109233-3-0-3.wav,109233-3-0-3,6,False
109233-3-0-4.wav,109233-3-0-4,6,False
109233-3-0-5.wav,109233-3-0-5,6,False
109233-3-0-6.wav,109233-3-0-6,6,False
109263-9-0-34.wav,109263-9-0-34,5,False
109263-9-0-39.wav,109263-9-0-39,5,False
109263-9-0-54.wav,109263-9-0-54,5,False
109263-9-0-61.wav,109263-9-0-61,5,False
109263-9-0-78.wav,109263-9-0-78,5,False
109703-2-0-134.wav,109703-2-0-134,2,False
109703-2-0-14.wav,109703-2-0-14,2,False
109703-2-0-153.wav,109703-2-0-153,2,False
109703-2-0-29.wav,109703-2-0-29,2,False
109703-2-0-32.wav,109703-2-0-32,2,False
109703-2-0-48.wav,109703-2-0-48,2,False
109703-2-0-50.wav,109703-2-0-50,2,False
109711-3-1-0.wav,109711-3-1-0,4,False
109711-3-2-4.wav,109711-3-2-4,4,False
109711-3-2-6.wav,109711-3-2-6,4,False
110134-3-0-0.wav,110134-3-0-0,8,False
110371-3-0-1.wav,110371-3-0-1,5,False
110371-3-1-0.wav,110371-3-1-0,5,False
110371-3-1-1.wav,110371-3-1-1,5,False
110621-7-0-0.wav,110621-7-0-0,4,False
110621-7-0-1.wav,110621-7-0-1,4,False
110621-7-0-2.wav,110621-7-0-2,4,False
110621-7-0-3.wav,110621-7-0-3,4,False
110622-6-0-0.wav,110622-6-0-0,3,True
110688-3-0-11.wav,110688-3-0-11,8,False
110688-3-0-17.wav,110688-3-0-17,8,False
110688-3-0-2.wav,110688-3-0-2,8,False
110688-3-0-32.wav,110688-3-0-32,8,False
110868-9-0-11.wav,110868-9-0-11,6,False
110868-9-0-13.wav,110868-9-0-13,6,False
110868-9-0-14.wav,110868-9-0-14,6,False
110868-9-0-15.wav,110868-9-0-15,6,False
110868-9-0-6.wav,110868-9-0-6,6,False
110868-9-0-8.wav,110868-9-0-8,6,False
110918-3-0-1.wav,110918-3-0-1,7,False
110918-3-0-26.wav,110918-3-0-26,7,False
110918-3-0-40.wav,110918-3-0-40,7,False
110918-3-0-9.wav,110918-3-0-9,7,False
111048-6-0-0.wav,111048-6-0-0,6,True
111386-5-0-0.wav,111386-5-0-0,6,False
111386-5-0-1.wav,111386-5-0-1,6,False
111386-5-0-2.wav,111386-5-0-2,6,False
111386-5-0-3.wav,111386-5-0-3,6,False
111386-5-0-4.wav,111386-5-0-4,6,False
111386-5-0-5.wav,111386-5-0-5,6,False
111386-5-0-6.wav,111386-5-0-6,6,False
111386-5-0-7.wav,111386-5-0-7,6,False
111386-5-1-0.wav,111386-5-1-0,6,False
111386-5-1-1.wav,111386-5-1-1,6,False
111386-5-1-10.wav,111386-5-1-10,6,False
111386-5-1-11.wav,111386-5-1-11,6,False
111386-5-1-12.wav,111386-5-1-12,6,False
111386-5-1-13.wav,111386-5-1-13,6,False
111386-5-1-14.wav,111386-5-1-14,6,False
111386-5-1-2.wav,111386-5-1-2,6,False
111386-5-1-3.wav,111386-5-1-3,6,False
111386-5-1-4.wav,111386-5-1-4,6,False
111386-5-1-5.wav,111386-5-1-5,6,False
111386-5-1-6.wav,111386-5-1-6,6,False
111386-5-1-7.wav,111386-5-1-7,6,False
111386-5-1-8.wav,111386-5-1-8,6,False
111386-5-1-9.wav,111386-5-1-9,6,False
111671-8-0-0.wav,111671-8-0-0,5,False
111671-8-0-1.wav,111671-8-0-1,5,False
111671-8-0-10.wav,111671-8-0-10,5,False
111671-8-0-11.wav,111671-8-0-11,5,False
111671-8-0-12.wav,111671-8-0-12,5,False
111671-8-0-13.wav,111671-8-0-13,5,False
111671-8-0-14.wav,111671-8-0-14,5,False
111671-8-0-15.wav,111671-8-0-15,5,False
111671-8-0-16.wav,111671-8-0-16,5,False
111671-8-0-17.wav,111671-8-0-17,5,False
111671-8-0-18.wav,111671-8-0-18,5,False
111671-8-0-19.wav,111671-8-0-19,5,False
111671-8-0-2.wav,111671-8-0-2,5,False
111671-8-0-20.wav,111671-8-0-20,5,False
111671-8-0-21.wav,111671-8-0-21,5,False
111671-8-0-22.wav,111671-8-0-22,5,False
111671-8-0-3.wav,111671-8-0-3,5,False
111671-8-0-4.wav,111671-8-0-4,5,False
111671-8-0-5.wav,111671-8-0-5,5,False
111671-8-0-6.wav,111671-8-0-6,5,False
111671-8-0-7.wav,111671-8-0-7,5,False
111671-8-0-8.wav,111671-8-0-8,5,False
111671-8-0-9.wav,111671-8-0-9,5,False
112075-5-0-0.wav,112075-5-0-0,3,False
112075-5-0-1.wav,112075-5-0-1,3,False
112075-5-0-2.wav,112075-5-0-2,3,False
112195-3-0-38.wav,112195-3-0-38,2,False
112195-3-0-48.wav,112195-3-0-48,2,False
112195-3-0-57.wav,112195-3-0-57,2,False
112195-3-0-80.wav,112195-3-0-80,2,False
113160-8-0-0.wav,113160-8-0-0,4,False
113201-5-0-0.wav,113201-5-0-0,2,False
113201-5-0-1.wav,113201-5-0-1,2,False
113201-5-0-2.wav,113201-5-0-2,2,False
113201-5-0-3.wav,113201-5-0-3,2,False
113201-5-0-4.wav,113201-5-0-4,2,False
113201-5-0-5.wav,113201-5-0-5,2,False
113201-5-0-6.wav,113201-5-0-6,2,False
113201-5-0-7.wav,113201-5-0-7,2,False
113202-5-0-0.wav,113202-5-0-0,8,False
113202-5-0-1.wav,113202-5-0-1,8,False
113202-5-0-10.wav,113202-5-0-10,8,False
113202-5-0-11.wav,113202-5-0-11,8,False
113202-5-0-12.wav,113202-5-0-12,8,False
113202-5-0-13.wav,113202-5-0-13,8,False
113202-5-0-14.wav,113202-5-0-14,8,False
113202-5-0-15.wav,113202-5-0-15,8,False
113202-5-0-16.wav,113202-5-0-16,8,False
113202-5-0-17.wav,113202-5-0-17,8,False
113202-5-0-18.wav,113202-5-0-18,8,False
113202-5-0-19.wav,113202-5-0-19,8,False
113202-5-0-2.wav,113202-5-0-2,8,False
113202-5-0-20.wav,113202-5-0-20,8,False
113202-5-0-21.wav,113202-5-0-21,8,False
113202-5-0-22.wav,113202-5-0-22,8,False
113202-5-0-23.wav,113202-5-0-23,8,False
113202-5-0-24.wav,113202-5-0-24,8,False
113202-5-0-25.wav,113202-5-0-25,8,False
113202-5-0-26.wav,113202-5-0-26,8,False
113202-5-0-27.wav,113202-5-0-27,8,False
113202-5-0-28.wav,113202-5-0-28,8,False
113202-5-0-3.wav,113202-5-0-3,8,False
113202-5-0-4.wav,113202-5-0-4,8,False
113202-5-0-5.wav,113202-5-0-5,8,False
113202-5-0-6.wav,113202-5-0-6,8,False
113202-5-0-7.wav,113202-5-0-7,8,False
113202-5-0-8.wav,113202-5-0-8,8,False
113202-5-0-9.wav,113202-5-0-9,8,False
113203-5-0-0.wav,113203-5-0-0,8,False
